"","X","a","b","height","total_seg","hit.vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"165",165,0.08,0.07,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"166",166,0.08,0.08,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"167",167,0.08,0.09,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"168",168,0.08,0.1,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"169",169,0.09,0.05,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"170",170,0.09,0.06,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"171",171,0.09,0.07,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"172",172,0.09,0.08,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"173",173,0.09,0.09,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"174",174,0.09,0.1,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"175",175,0.1,0.05,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"176",176,0.1,0.06,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"177",177,0.1,0.07,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"178",178,0.1,0.08,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"179",179,0.1,0.09,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"180",180,0.1,0.1,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"181",181,0.05,0.05,6,43,"13 / 15",1,29,502.25,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"chm_1_3"
"182",182,0.05,0.06,6,42,"13 / 15",1,28,502.21875,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.1,"chm_1_3"
"183",183,0.05,0.07,6,39,"13 / 15",1,25,502.21875,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"chm_1_3"
"184",184,0.05,0.08,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"chm_1_3"
"185",185,0.05,0.09,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"chm_1_3"
"186",186,0.05,0.1,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"chm_1_3"
"187",187,0.06,0.05,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"chm_1_3"
"188",188,0.06,0.06,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"chm_1_3"
"189",189,0.06,0.07,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"chm_1_3"
"190",190,0.06,0.08,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"chm_1_3"
"191",191,0.06,0.09,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"chm_1_3"
"192",192,0.06,0.1,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"chm_1_3"
"193",193,0.07,0.05,6,21,"11 / 15",2,8,502.40625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"chm_1_3"
"194",194,0.07,0.06,6,21,"11 / 15",2,8,502.40625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"chm_1_3"
"195",195,0.07,0.07,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"chm_1_3"
"196",196,0.07,0.08,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"chm_1_3"
"197",197,0.07,0.09,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"chm_1_3"
"198",198,0.07,0.1,6,19,"11 / 15",2,6,502.40625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"chm_1_3"
"199",199,0.08,0.05,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"200",200,0.08,0.06,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"201",201,0.08,0.07,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"202",202,0.08,0.08,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"203",203,0.08,0.09,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"204",204,0.08,0.1,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"chm_1_3"
"205",205,0.09,0.05,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"206",206,0.09,0.06,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"207",207,0.09,0.07,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"208",208,0.09,0.08,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"209",209,0.09,0.09,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"210",210,0.09,0.1,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"211",211,0.1,0.05,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"212",212,0.1,0.06,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"213",213,0.1,0.07,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"214",214,0.1,0.08,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"215",215,0.1,0.09,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"216",216,0.1,0.1,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"chm_1_3"
"217",217,0.05,0.05,3.5,45,"13 / 15",1,31,542.921875,0.866666666666667,0.0222222222222222,0.688888888888889,"0.87 @ 0.37",0.2,"chm_1_3"
"218",218,0.05,0.06,3.5,44,"13 / 15",1,30,542.921875,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.2,"chm_1_3"
"219",219,0.05,0.07,3.5,41,"13 / 15",1,27,542.9375,0.866666666666667,0.024390243902439,0.658536585365854,"0.87 @ 0.35",0.2,"chm_1_3"
"220",220,0.05,0.08,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"221",221,0.05,0.09,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"222",222,0.05,0.1,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"223",223,0.06,0.05,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"224",224,0.06,0.06,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"225",225,0.06,0.07,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"226",226,0.06,0.08,3.5,29,"11 / 15",2,16,543.0625,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"227",227,0.06,0.09,3.5,28,"11 / 15",2,15,543.0625,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"228",228,0.06,0.1,3.5,27,"11 / 15",2,14,543.09375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"229",229,0.07,0.05,3.5,21,"11 / 15",2,8,543.140625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"230",230,0.07,0.06,3.5,21,"11 / 15",2,8,543.140625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"231",231,0.07,0.07,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"232",232,0.07,0.08,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"233",233,0.07,0.09,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"234",234,0.07,0.1,3.5,19,"11 / 15",2,6,543.15625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"235",235,0.08,0.05,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"236",236,0.08,0.06,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"237",237,0.08,0.07,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"238",238,0.08,0.08,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"239",239,0.08,0.09,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"240",240,0.08,0.1,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"241",241,0.09,0.05,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"242",242,0.09,0.06,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"243",243,0.09,0.07,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"244",244,0.09,0.08,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"245",245,0.09,0.09,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"246",246,0.09,0.1,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"247",247,0.1,0.05,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"248",248,0.1,0.06,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"249",249,0.1,0.07,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"250",250,0.1,0.08,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"251",251,0.1,0.09,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"252",252,0.1,0.1,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"253",253,0.05,0.05,4,45,"13 / 15",1,31,534.828125,0.866666666666667,0.0222222222222222,0.688888888888889,"0.87 @ 0.37",0.2,"chm_1_3"
"254",254,0.05,0.06,4,44,"13 / 15",1,30,534.828125,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.2,"chm_1_3"
"255",255,0.05,0.07,4,41,"13 / 15",1,27,534.859375,0.866666666666667,0.024390243902439,0.658536585365854,"0.87 @ 0.35",0.2,"chm_1_3"
"256",256,0.05,0.08,4,40,"13 / 15",1,26,534.859375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"257",257,0.05,0.09,4,40,"13 / 15",1,26,534.859375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"258",258,0.05,0.1,4,40,"13 / 15",1,26,534.859375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"259",259,0.06,0.05,4,30,"11 / 15",2,17,534.953125,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"260",260,0.06,0.06,4,30,"11 / 15",2,17,534.953125,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"261",261,0.06,0.07,4,30,"11 / 15",2,17,534.953125,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"262",262,0.06,0.08,4,29,"11 / 15",2,16,534.953125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"263",263,0.06,0.09,4,28,"11 / 15",2,15,534.953125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"264",264,0.06,0.1,4,27,"11 / 15",2,14,534.984375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"265",265,0.07,0.05,4,21,"11 / 15",2,8,535.015625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"266",266,0.07,0.06,4,21,"11 / 15",2,8,535.015625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"267",267,0.07,0.07,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"268",268,0.07,0.08,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"269",269,0.07,0.09,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"270",270,0.07,0.1,4,19,"11 / 15",2,6,535.015625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"271",271,0.08,0.05,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"272",272,0.08,0.06,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"273",273,0.08,0.07,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"274",274,0.08,0.08,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"275",275,0.08,0.09,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"276",276,0.08,0.1,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"277",277,0.09,0.05,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"278",278,0.09,0.06,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"279",279,0.09,0.07,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"280",280,0.09,0.08,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"281",281,0.09,0.09,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"282",282,0.09,0.1,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"283",283,0.1,0.05,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"284",284,0.1,0.06,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"285",285,0.1,0.07,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"286",286,0.1,0.08,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"287",287,0.1,0.09,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"288",288,0.1,0.1,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"289",289,0.05,0.05,4.5,45,"13 / 15",1,31,526.03125,0.866666666666667,0.0222222222222222,0.688888888888889,"0.87 @ 0.37",0.2,"chm_1_3"
"290",290,0.05,0.06,4.5,44,"13 / 15",1,30,526.03125,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.2,"chm_1_3"
"291",291,0.05,0.07,4.5,41,"13 / 15",1,27,526.0625,0.866666666666667,0.024390243902439,0.658536585365854,"0.87 @ 0.35",0.2,"chm_1_3"
"292",292,0.05,0.08,4.5,40,"13 / 15",1,26,526.0625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"293",293,0.05,0.09,4.5,40,"13 / 15",1,26,526.0625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"294",294,0.05,0.1,4.5,40,"13 / 15",1,26,526.0625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"295",295,0.06,0.05,4.5,30,"11 / 15",2,17,526.171875,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"296",296,0.06,0.06,4.5,30,"11 / 15",2,17,526.171875,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"297",297,0.06,0.07,4.5,30,"11 / 15",2,17,526.171875,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.2,"chm_1_3"
"298",298,0.06,0.08,4.5,29,"11 / 15",2,16,526.171875,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"299",299,0.06,0.09,4.5,28,"11 / 15",2,15,526.171875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"300",300,0.06,0.1,4.5,27,"11 / 15",2,14,526.21875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"301",301,0.07,0.05,4.5,21,"11 / 15",2,8,526.28125,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"302",302,0.07,0.06,4.5,21,"11 / 15",2,8,526.28125,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"303",303,0.07,0.07,4.5,20,"11 / 15",2,7,526.28125,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"304",304,0.07,0.08,4.5,20,"11 / 15",2,7,526.28125,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"305",305,0.07,0.09,4.5,20,"11 / 15",2,7,526.28125,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"306",306,0.07,0.1,4.5,19,"11 / 15",2,6,526.28125,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"307",307,0.08,0.05,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"308",308,0.08,0.06,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"309",309,0.08,0.07,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"310",310,0.08,0.08,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"311",311,0.08,0.09,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"312",312,0.08,0.1,4.5,15,"9 / 15",3,3,526.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"313",313,0.09,0.05,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"314",314,0.09,0.06,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"315",315,0.09,0.07,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"316",316,0.09,0.08,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"317",317,0.09,0.09,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"318",318,0.09,0.1,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"319",319,0.1,0.05,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"320",320,0.1,0.06,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"321",321,0.1,0.07,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"322",322,0.1,0.08,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"323",323,0.1,0.09,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"324",324,0.1,0.1,4.5,13,"9 / 15",3,1,526.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"325",325,0.05,0.05,5,44,"13 / 15",1,30,518.375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.2,"chm_1_3"
"326",326,0.05,0.06,5,43,"13 / 15",1,29,518.375,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.2,"chm_1_3"
"327",327,0.05,0.07,5,40,"13 / 15",1,26,518.40625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.2,"chm_1_3"
"328",328,0.05,0.08,5,39,"13 / 15",1,25,518.390625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.2,"chm_1_3"
"329",329,0.05,0.09,5,39,"13 / 15",1,25,518.390625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.2,"chm_1_3"
"330",330,0.05,0.1,5,39,"13 / 15",1,25,518.390625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.2,"chm_1_3"
"331",331,0.06,0.05,5,29,"11 / 15",2,16,518.515625,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"332",332,0.06,0.06,5,29,"11 / 15",2,16,518.515625,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"333",333,0.06,0.07,5,29,"11 / 15",2,16,518.515625,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.2,"chm_1_3"
"334",334,0.06,0.08,5,28,"11 / 15",2,15,518.515625,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"335",335,0.06,0.09,5,28,"11 / 15",2,15,518.515625,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"336",336,0.06,0.1,5,27,"11 / 15",2,14,518.546875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"337",337,0.07,0.05,5,21,"11 / 15",2,8,518.640625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"338",338,0.07,0.06,5,21,"11 / 15",2,8,518.640625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"339",339,0.07,0.07,5,20,"11 / 15",2,7,518.640625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"340",340,0.07,0.08,5,20,"11 / 15",2,7,518.640625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
