"","X","a","b","height","total_seg","hit.vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"341",341,0.07,0.09,5,20,"11 / 15",2,7,518.640625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"342",342,0.07,0.1,5,19,"11 / 15",2,6,518.640625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"343",343,0.08,0.05,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"344",344,0.08,0.06,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"345",345,0.08,0.07,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"346",346,0.08,0.08,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"347",347,0.08,0.09,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"348",348,0.08,0.1,5,15,"9 / 15",3,3,518.65625,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"349",349,0.09,0.05,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"350",350,0.09,0.06,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"351",351,0.09,0.07,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"352",352,0.09,0.08,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"353",353,0.09,0.09,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"354",354,0.09,0.1,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"355",355,0.1,0.05,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"356",356,0.1,0.06,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"357",357,0.1,0.07,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"358",358,0.1,0.08,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"359",359,0.1,0.09,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"360",360,0.1,0.1,5,13,"9 / 15",3,1,518.6875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"361",361,0.05,0.05,5.5,43,"13 / 15",1,29,510.140625,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.2,"chm_1_3"
"362",362,0.05,0.06,5.5,42,"13 / 15",1,28,510.140625,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.2,"chm_1_3"
"363",363,0.05,0.07,5.5,39,"13 / 15",1,25,510.15625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.2,"chm_1_3"
"364",364,0.05,0.08,5.5,38,"13 / 15",1,24,510.15625,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"365",365,0.05,0.09,5.5,38,"13 / 15",1,24,510.15625,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"366",366,0.05,0.1,5.5,38,"13 / 15",1,24,510.15625,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"367",367,0.06,0.05,5.5,28,"11 / 15",2,15,510.234375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"368",368,0.06,0.06,5.5,28,"11 / 15",2,15,510.234375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"369",369,0.06,0.07,5.5,28,"11 / 15",2,15,510.234375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"370",370,0.06,0.08,5.5,27,"11 / 15",2,14,510.25,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"371",371,0.06,0.09,5.5,27,"11 / 15",2,14,510.25,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"372",372,0.06,0.1,5.5,27,"11 / 15",2,14,510.40625,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"373",373,0.07,0.05,5.5,21,"11 / 15",2,8,510.46875,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"374",374,0.07,0.06,5.5,21,"11 / 15",2,8,510.46875,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"375",375,0.07,0.07,5.5,20,"11 / 15",2,7,510.46875,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"376",376,0.07,0.08,5.5,20,"11 / 15",2,7,510.46875,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"377",377,0.07,0.09,5.5,20,"11 / 15",2,7,510.46875,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"378",378,0.07,0.1,5.5,19,"11 / 15",2,6,510.46875,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"379",379,0.08,0.05,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"380",380,0.08,0.06,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"381",381,0.08,0.07,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"382",382,0.08,0.08,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"383",383,0.08,0.09,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"384",384,0.08,0.1,5.5,15,"9 / 15",3,3,510.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"385",385,0.09,0.05,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"386",386,0.09,0.06,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"387",387,0.09,0.07,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"388",388,0.09,0.08,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"389",389,0.09,0.09,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"390",390,0.09,0.1,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"391",391,0.1,0.05,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"392",392,0.1,0.06,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"393",393,0.1,0.07,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"394",394,0.1,0.08,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"395",395,0.1,0.09,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"396",396,0.1,0.1,5.5,13,"9 / 15",3,1,510.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"397",397,0.05,0.05,6,43,"13 / 15",1,29,502.25,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.2,"chm_1_3"
"398",398,0.05,0.06,6,42,"13 / 15",1,28,502.21875,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.2,"chm_1_3"
"399",399,0.05,0.07,6,39,"13 / 15",1,25,502.21875,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.2,"chm_1_3"
"400",400,0.05,0.08,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"401",401,0.05,0.09,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"402",402,0.05,0.1,6,38,"13 / 15",1,24,502.21875,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.2,"chm_1_3"
"403",403,0.06,0.05,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"404",404,0.06,0.06,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"405",405,0.06,0.07,6,28,"11 / 15",2,15,502.34375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.2,"chm_1_3"
"406",406,0.06,0.08,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"407",407,0.06,0.09,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"408",408,0.06,0.1,6,27,"11 / 15",2,14,502.328125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.2,"chm_1_3"
"409",409,0.07,0.05,6,21,"11 / 15",2,8,502.40625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"410",410,0.07,0.06,6,21,"11 / 15",2,8,502.40625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.2,"chm_1_3"
"411",411,0.07,0.07,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"412",412,0.07,0.08,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"413",413,0.07,0.09,6,20,"11 / 15",2,7,502.40625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.2,"chm_1_3"
"414",414,0.07,0.1,6,19,"11 / 15",2,6,502.40625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.2,"chm_1_3"
"415",415,0.08,0.05,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"416",416,0.08,0.06,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"417",417,0.08,0.07,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"418",418,0.08,0.08,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"419",419,0.08,0.09,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"420",420,0.08,0.1,6,15,"9 / 15",3,3,502.59375,0.6,0.2,0.2,"0.6 @ 0.3",0.2,"chm_1_3"
"421",421,0.09,0.05,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"422",422,0.09,0.06,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"423",423,0.09,0.07,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"424",424,0.09,0.08,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"425",425,0.09,0.09,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"426",426,0.09,0.1,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"427",427,0.1,0.05,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"428",428,0.1,0.06,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"429",429,0.1,0.07,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"430",430,0.1,0.08,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"431",431,0.1,0.09,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"432",432,0.1,0.1,6,13,"9 / 15",3,1,502.59375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.2,"chm_1_3"
"433",433,0.05,0.05,3.5,45,"13 / 15",1,31,542.921875,0.866666666666667,0.0222222222222222,0.688888888888889,"0.87 @ 0.37",0.3,"chm_1_3"
"434",434,0.05,0.06,3.5,44,"13 / 15",1,30,542.921875,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.3,"chm_1_3"
"435",435,0.05,0.07,3.5,41,"13 / 15",1,27,542.9375,0.866666666666667,0.024390243902439,0.658536585365854,"0.87 @ 0.35",0.3,"chm_1_3"
"436",436,0.05,0.08,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.3,"chm_1_3"
"437",437,0.05,0.09,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.3,"chm_1_3"
"438",438,0.05,0.1,3.5,40,"13 / 15",1,26,542.9375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.3,"chm_1_3"
"439",439,0.06,0.05,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.3,"chm_1_3"
"440",440,0.06,0.06,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.3,"chm_1_3"
"441",441,0.06,0.07,3.5,30,"11 / 15",2,17,543.0625,0.733333333333333,0.0666666666666667,0.566666666666667,"0.73 @ 0.35",0.3,"chm_1_3"
"442",442,0.06,0.08,3.5,29,"11 / 15",2,16,543.0625,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"443",443,0.06,0.09,3.5,28,"11 / 15",2,15,543.0625,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.3,"chm_1_3"
"444",444,0.06,0.1,3.5,27,"11 / 15",2,14,543.09375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.3,"chm_1_3"
"445",445,0.07,0.05,3.5,21,"11 / 15",2,8,543.140625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.3,"chm_1_3"
"446",446,0.07,0.06,3.5,21,"11 / 15",2,8,543.140625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.3,"chm_1_3"
"447",447,0.07,0.07,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"448",448,0.07,0.08,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"449",449,0.07,0.09,3.5,20,"11 / 15",2,7,543.140625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"450",450,0.07,0.1,3.5,19,"11 / 15",2,6,543.15625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.3,"chm_1_3"
"451",451,0.08,0.05,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"452",452,0.08,0.06,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"453",453,0.08,0.07,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"454",454,0.08,0.08,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"455",455,0.08,0.09,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"456",456,0.08,0.1,3.5,15,"9 / 15",3,3,543.25,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"457",457,0.09,0.05,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"458",458,0.09,0.06,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"459",459,0.09,0.07,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"460",460,0.09,0.08,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"461",461,0.09,0.09,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"462",462,0.09,0.1,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"463",463,0.1,0.05,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"464",464,0.1,0.06,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"465",465,0.1,0.07,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"466",466,0.1,0.08,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"467",467,0.1,0.09,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"468",468,0.1,0.1,3.5,13,"9 / 15",3,1,543.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"469",469,0.05,0.05,4,44,"13 / 15",1,30,534.5625,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.3,"chm_1_3"
"470",470,0.05,0.06,4,43,"13 / 15",1,29,534.5625,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.3,"chm_1_3"
"471",471,0.05,0.07,4,40,"13 / 15",1,26,534.59375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.3,"chm_1_3"
"472",472,0.05,0.08,4,39,"13 / 15",1,25,534.59375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"473",473,0.05,0.09,4,39,"13 / 15",1,25,534.59375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"474",474,0.05,0.1,4,39,"13 / 15",1,25,534.59375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"475",475,0.06,0.05,4,29,"11 / 15",2,16,534.6875,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"476",476,0.06,0.06,4,29,"11 / 15",2,16,534.6875,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"477",477,0.06,0.07,4,29,"11 / 15",2,16,534.6875,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"478",478,0.06,0.08,4,28,"11 / 15",2,15,534.6875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.3,"chm_1_3"
"479",479,0.06,0.09,4,28,"11 / 15",2,15,534.953125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.3,"chm_1_3"
"480",480,0.06,0.1,4,27,"11 / 15",2,14,534.984375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.3,"chm_1_3"
"481",481,0.07,0.05,4,21,"11 / 15",2,8,535.015625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.3,"chm_1_3"
"482",482,0.07,0.06,4,21,"11 / 15",2,8,535.015625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.3,"chm_1_3"
"483",483,0.07,0.07,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"484",484,0.07,0.08,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"485",485,0.07,0.09,4,20,"11 / 15",2,7,535.015625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.3,"chm_1_3"
"486",486,0.07,0.1,4,19,"11 / 15",2,6,535.015625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.3,"chm_1_3"
"487",487,0.08,0.05,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"488",488,0.08,0.06,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"489",489,0.08,0.07,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"490",490,0.08,0.08,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"491",491,0.08,0.09,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"492",492,0.08,0.1,4,15,"9 / 15",3,3,535.109375,0.6,0.2,0.2,"0.6 @ 0.3",0.3,"chm_1_3"
"493",493,0.09,0.05,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"494",494,0.09,0.06,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"495",495,0.09,0.07,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"496",496,0.09,0.08,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"497",497,0.09,0.09,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"498",498,0.09,0.1,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"499",499,0.1,0.05,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"500",500,0.1,0.06,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"501",501,0.1,0.07,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"502",502,0.1,0.08,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"503",503,0.1,0.09,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"504",504,0.1,0.1,4,13,"9 / 15",3,1,535.109375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.3,"chm_1_3"
"505",505,0.05,0.05,4.5,44,"13 / 15",1,30,525.8125,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.3,"chm_1_3"
"506",506,0.05,0.06,4.5,43,"13 / 15",1,29,525.8125,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.3,"chm_1_3"
"507",507,0.05,0.07,4.5,40,"13 / 15",1,26,525.84375,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.3,"chm_1_3"
"508",508,0.05,0.08,4.5,39,"13 / 15",1,25,525.84375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"509",509,0.05,0.09,4.5,39,"13 / 15",1,25,525.84375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"510",510,0.05,0.1,4.5,39,"13 / 15",1,25,525.84375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.3,"chm_1_3"
"511",511,0.06,0.05,4.5,29,"11 / 15",2,16,525.953125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"512",512,0.06,0.06,4.5,29,"11 / 15",2,16,525.953125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"513",513,0.06,0.07,4.5,29,"11 / 15",2,16,525.953125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.3,"chm_1_3"
"514",514,0.06,0.08,4.5,28,"11 / 15",2,15,525.953125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.3,"chm_1_3"
"515",515,0.06,0.09,4.5,28,"11 / 15",2,15,526.171875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.3,"chm_1_3"
