"","a","b","height","total_seg","hit/vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"571",0.08,0.01,6,17,"9 / 15",3,5,499.3125,0.6,0.176470588235294,0.294117647058824,"0.6 @ 0.32",0.1,"CHM_1_3"
"572",0.08,0.02,6,16,"9 / 15",3,4,499.328125,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"573",0.08,0.03,6,16,"9 / 15",3,4,499.328125,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"574",0.08,0.04,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"575",0.08,0.05,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"576",0.08,0.06,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"577",0.08,0.07,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"578",0.08,0.08,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"579",0.08,0.09,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"580",0.08,0.1,6,15,"9 / 15",3,3,499.390625,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"581",0.09,0.01,6,14,"9 / 15",3,2,499.390625,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"582",0.09,0.02,6,14,"9 / 15",3,2,499.390625,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"583",0.09,0.03,6,14,"9 / 15",3,2,499.390625,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"584",0.09,0.04,6,14,"9 / 15",3,2,499.390625,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"585",0.09,0.05,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"586",0.09,0.06,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"587",0.09,0.07,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"588",0.09,0.08,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"589",0.09,0.09,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"590",0.09,0.1,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"591",0.1,0.01,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"592",0.1,0.02,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"593",0.1,0.03,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"594",0.1,0.04,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"595",0.1,0.05,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"596",0.1,0.06,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"597",0.1,0.07,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"598",0.1,0.08,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"599",0.1,0.09,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"600",0.1,0.1,6,13,"9 / 15",3,1,499.390625,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
