"","a","b","height","total_seg","hit/vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"1",0.01,0.01,3.5,710,"15 / 15",0,695,535.96875,1,0,0.97887323943662,"1 @ 0.49",0.1,"CHM_1_3"
"2",0.01,0.02,3.5,689,"15 / 15",0,674,536.25,1,0,0.978229317851959,"1 @ 0.49",0.1,"CHM_1_3"
"3",0.01,0.03,3.5,667,"15 / 15",0,652,536.46875,1,0,0.977511244377811,"1 @ 0.49",0.1,"CHM_1_3"
"4",0.01,0.04,3.5,636,"15 / 15",0,621,536.328125,1,0,0.976415094339623,"1 @ 0.49",0.1,"CHM_1_3"
"5",0.01,0.05,3.5,617,"15 / 15",0,602,536.5625,1,0,0.975688816855754,"1 @ 0.49",0.1,"CHM_1_3"
"6",0.01,0.06,3.5,586,"15 / 15",0,571,536.15625,1,0,0.974402730375427,"1 @ 0.49",0.1,"CHM_1_3"
"7",0.01,0.07,3.5,567,"15 / 15",0,552,536.234375,1,0,0.973544973544973,"1 @ 0.49",0.1,"CHM_1_3"
"8",0.01,0.08,3.5,545,"15 / 15",0,530,536.3125,1,0,0.972477064220184,"1 @ 0.49",0.1,"CHM_1_3"
"9",0.01,0.09,3.5,525,"15 / 15",0,510,536.265625,1,0,0.971428571428571,"1 @ 0.49",0.1,"CHM_1_3"
"10",0.01,0.1,3.5,506,"15 / 15",0,491,536.1875,1,0,0.970355731225296,"1 @ 0.49",0.1,"CHM_1_3"
"11",0.02,0.01,3.5,303,"15 / 15",0,288,535.125,1,0,0.95049504950495,"1 @ 0.48",0.1,"CHM_1_3"
"12",0.02,0.02,3.5,287,"15 / 15",0,272,535.109375,1,0,0.947735191637631,"1 @ 0.47",0.1,"CHM_1_3"
"13",0.02,0.03,3.5,270,"15 / 15",0,255,535.375,1,0,0.944444444444444,"1 @ 0.47",0.1,"CHM_1_3"
"14",0.02,0.04,3.5,257,"15 / 15",0,242,535.546875,1,0,0.941634241245136,"1 @ 0.47",0.1,"CHM_1_3"
"15",0.02,0.05,3.5,243,"15 / 15",0,228,535.609375,1,0,0.938271604938272,"1 @ 0.47",0.1,"CHM_1_3"
"16",0.02,0.06,3.5,236,"15 / 15",0,221,535.609375,1,0,0.936440677966102,"1 @ 0.47",0.1,"CHM_1_3"
"17",0.02,0.07,3.5,224,"15 / 15",0,209,535.625,1,0,0.933035714285714,"1 @ 0.47",0.1,"CHM_1_3"
"18",0.02,0.08,3.5,218,"15 / 15",0,203,535.671875,1,0,0.931192660550459,"1 @ 0.47",0.1,"CHM_1_3"
"19",0.02,0.09,3.5,208,"15 / 15",0,193,535.59375,1,0,0.927884615384615,"1 @ 0.46",0.1,"CHM_1_3"
"20",0.02,0.1,3.5,196,"15 / 15",0,181,535.796875,1,0,0.923469387755102,"1 @ 0.46",0.1,"CHM_1_3"
"21",0.03,0.01,3.5,135,"13 / 15",1,121,536.578125,0.866666666666667,0.00740740740740741,0.896296296296296,"0.87 @ 0.46",0.1,"CHM_1_3"
"22",0.03,0.02,3.5,134,"13 / 15",1,120,536.578125,0.866666666666667,0.00746268656716418,0.895522388059702,"0.87 @ 0.46",0.1,"CHM_1_3"
"23",0.03,0.03,3.5,126,"13 / 15",1,112,536.890625,0.866666666666667,0.00793650793650794,0.888888888888889,"0.87 @ 0.45",0.1,"CHM_1_3"
"24",0.03,0.04,3.5,121,"13 / 15",1,107,536.8125,0.866666666666667,0.00826446280991736,0.884297520661157,"0.87 @ 0.45",0.1,"CHM_1_3"
"25",0.03,0.05,3.5,116,"13 / 15",1,102,536.84375,0.866666666666667,0.00862068965517241,0.879310344827586,"0.87 @ 0.45",0.1,"CHM_1_3"
"26",0.03,0.06,3.5,106,"13 / 15",1,92,536.890625,0.866666666666667,0.00943396226415094,0.867924528301887,"0.87 @ 0.44",0.1,"CHM_1_3"
"27",0.03,0.07,3.5,102,"13 / 15",1,88,536.9375,0.866666666666667,0.00980392156862745,0.862745098039216,"0.87 @ 0.44",0.1,"CHM_1_3"
"28",0.03,0.08,3.5,97,"13 / 15",1,83,537.03125,0.866666666666667,0.0103092783505155,0.855670103092783,"0.87 @ 0.44",0.1,"CHM_1_3"
"29",0.03,0.09,3.5,95,"13 / 15",1,81,537.015625,0.866666666666667,0.0105263157894737,0.852631578947368,"0.87 @ 0.44",0.1,"CHM_1_3"
"30",0.03,0.1,3.5,92,"13 / 15",1,78,537.03125,0.866666666666667,0.0108695652173913,0.847826086956522,"0.87 @ 0.43",0.1,"CHM_1_3"
"31",0.04,0.01,3.5,69,"13 / 15",1,55,537.375,0.866666666666667,0.0144927536231884,0.797101449275362,"0.87 @ 0.41",0.1,"CHM_1_3"
"32",0.04,0.02,3.5,67,"13 / 15",1,53,537.359375,0.866666666666667,0.0149253731343284,0.791044776119403,"0.87 @ 0.41",0.1,"CHM_1_3"
"33",0.04,0.03,3.5,65,"13 / 15",1,51,537.375,0.866666666666667,0.0153846153846154,0.784615384615385,"0.87 @ 0.41",0.1,"CHM_1_3"
"34",0.04,0.04,3.5,64,"13 / 15",1,50,537.375,0.866666666666667,0.015625,0.78125,"0.87 @ 0.41",0.1,"CHM_1_3"
"35",0.04,0.05,3.5,63,"13 / 15",1,49,537.390625,0.866666666666667,0.0158730158730159,0.777777777777778,"0.87 @ 0.4",0.1,"CHM_1_3"
"36",0.04,0.06,3.5,60,"13 / 15",1,46,537.40625,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"37",0.04,0.07,3.5,60,"13 / 15",1,46,537.40625,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"38",0.04,0.08,3.5,57,"13 / 15",1,43,537.484375,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"39",0.04,0.09,3.5,57,"13 / 15",1,43,537.484375,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"40",0.04,0.1,3.5,56,"13 / 15",1,42,537.453125,0.866666666666667,0.0178571428571429,0.75,"0.87 @ 0.39",0.1,"CHM_1_3"
"41",0.05,0.01,3.5,48,"13 / 15",1,34,537.625,0.866666666666667,0.0208333333333333,0.708333333333333,"0.87 @ 0.38",0.1,"CHM_1_3"
"42",0.05,0.02,3.5,47,"13 / 15",1,33,537.59375,0.866666666666667,0.0212765957446809,0.702127659574468,"0.87 @ 0.37",0.1,"CHM_1_3"
"43",0.05,0.03,3.5,46,"13 / 15",1,32,537.640625,0.866666666666667,0.0217391304347826,0.695652173913043,"0.87 @ 0.37",0.1,"CHM_1_3"
"44",0.05,0.04,3.5,44,"13 / 15",1,30,537.6875,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"45",0.05,0.05,3.5,44,"13 / 15",1,30,537.6875,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"46",0.05,0.06,3.5,43,"13 / 15",1,29,537.6875,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"47",0.05,0.07,3.5,40,"13 / 15",1,26,537.703125,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.1,"CHM_1_3"
"48",0.05,0.08,3.5,39,"13 / 15",1,25,537.703125,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"49",0.05,0.09,3.5,39,"13 / 15",1,25,537.703125,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"50",0.05,0.1,3.5,39,"13 / 15",1,25,537.703125,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"51",0.06,0.01,3.5,31,"11 / 15",2,18,537.828125,0.733333333333333,0.0645161290322581,0.580645161290323,"0.73 @ 0.35",0.1,"CHM_1_3"
"52",0.06,0.02,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"53",0.06,0.03,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"54",0.06,0.04,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"55",0.06,0.05,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"56",0.06,0.06,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"57",0.06,0.07,3.5,29,"11 / 15",2,16,537.828125,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"58",0.06,0.08,3.5,28,"11 / 15",2,15,537.828125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"59",0.06,0.09,3.5,27,"11 / 15",2,14,537.828125,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"60",0.06,0.1,3.5,26,"11 / 15",2,13,537.859375,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"61",0.07,0.01,3.5,23,"11 / 15",2,10,537.859375,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"62",0.07,0.02,3.5,23,"11 / 15",2,10,537.859375,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"63",0.07,0.03,3.5,22,"11 / 15",2,9,537.859375,0.733333333333333,0.0909090909090909,0.409090909090909,"0.73 @ 0.3",0.1,"CHM_1_3"
"64",0.07,0.04,3.5,21,"11 / 15",2,8,537.890625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"65",0.07,0.05,3.5,21,"11 / 15",2,8,537.890625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"66",0.07,0.06,3.5,21,"11 / 15",2,8,537.890625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"67",0.07,0.07,3.5,20,"11 / 15",2,7,537.890625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"68",0.07,0.08,3.5,20,"11 / 15",2,7,537.890625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"69",0.07,0.09,3.5,20,"11 / 15",2,7,537.890625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"70",0.07,0.1,3.5,19,"11 / 15",2,6,537.90625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"71",0.08,0.01,3.5,17,"9 / 15",3,5,538,0.6,0.176470588235294,0.294117647058824,"0.6 @ 0.32",0.1,"CHM_1_3"
"72",0.08,0.02,3.5,16,"9 / 15",3,4,538,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"73",0.08,0.03,3.5,16,"9 / 15",3,4,538,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"74",0.08,0.04,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"75",0.08,0.05,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"76",0.08,0.06,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"77",0.08,0.07,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"78",0.08,0.08,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"79",0.08,0.09,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"80",0.08,0.1,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"81",0.09,0.01,3.5,14,"9 / 15",3,2,538,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"82",0.09,0.02,3.5,14,"9 / 15",3,2,538,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"83",0.09,0.03,3.5,14,"9 / 15",3,2,538,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"84",0.09,0.04,3.5,14,"9 / 15",3,2,538,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
"85",0.09,0.05,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"86",0.09,0.06,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"87",0.09,0.07,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"88",0.09,0.08,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"89",0.09,0.09,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"90",0.09,0.1,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"91",0.1,0.01,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"92",0.1,0.02,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"93",0.1,0.03,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"94",0.1,0.04,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"95",0.1,0.05,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"96",0.1,0.06,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"97",0.1,0.07,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"98",0.1,0.08,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"99",0.1,0.09,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"100",0.1,0.1,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"101",0.01,0.01,4,709,"15 / 15",0,694,528.09375,1,0,0.978843441466855,"1 @ 0.49",0.1,"CHM_1_3"
"102",0.01,0.02,4,688,"15 / 15",0,673,528.375,1,0,0.978197674418605,"1 @ 0.49",0.1,"CHM_1_3"
"103",0.01,0.03,4,666,"15 / 15",0,651,528.59375,1,0,0.977477477477477,"1 @ 0.49",0.1,"CHM_1_3"
"104",0.01,0.04,4,635,"15 / 15",0,620,528.421875,1,0,0.976377952755906,"1 @ 0.49",0.1,"CHM_1_3"
"105",0.01,0.05,4,616,"15 / 15",0,601,528.640625,1,0,0.975649350649351,"1 @ 0.49",0.1,"CHM_1_3"
"106",0.01,0.06,4,585,"15 / 15",0,570,528.234375,1,0,0.974358974358974,"1 @ 0.49",0.1,"CHM_1_3"
"107",0.01,0.07,4,566,"15 / 15",0,551,528.28125,1,0,0.973498233215548,"1 @ 0.49",0.1,"CHM_1_3"
"108",0.01,0.08,4,544,"15 / 15",0,529,528.34375,1,0,0.972426470588235,"1 @ 0.49",0.1,"CHM_1_3"
"109",0.01,0.09,4,524,"15 / 15",0,509,528.3125,1,0,0.971374045801527,"1 @ 0.49",0.1,"CHM_1_3"
"110",0.01,0.1,4,505,"15 / 15",0,490,528.265625,1,0,0.97029702970297,"1 @ 0.49",0.1,"CHM_1_3"
"111",0.02,0.01,4,302,"15 / 15",0,287,527.1875,1,0,0.950331125827815,"1 @ 0.48",0.1,"CHM_1_3"
"112",0.02,0.02,4,286,"15 / 15",0,271,527.171875,1,0,0.947552447552448,"1 @ 0.47",0.1,"CHM_1_3"
"113",0.02,0.03,4,269,"15 / 15",0,254,527.4375,1,0,0.944237918215613,"1 @ 0.47",0.1,"CHM_1_3"
"114",0.02,0.04,4,256,"15 / 15",0,241,527.609375,1,0,0.94140625,"1 @ 0.47",0.1,"CHM_1_3"
"115",0.02,0.05,4,242,"15 / 15",0,227,527.625,1,0,0.93801652892562,"1 @ 0.47",0.1,"CHM_1_3"
"116",0.02,0.06,4,235,"15 / 15",0,220,527.625,1,0,0.936170212765957,"1 @ 0.47",0.1,"CHM_1_3"
"117",0.02,0.07,4,223,"15 / 15",0,208,527.671875,1,0,0.932735426008969,"1 @ 0.47",0.1,"CHM_1_3"
"118",0.02,0.08,4,217,"15 / 15",0,202,527.734375,1,0,0.930875576036866,"1 @ 0.47",0.1,"CHM_1_3"
"119",0.02,0.09,4,207,"15 / 15",0,192,527.671875,1,0,0.927536231884058,"1 @ 0.46",0.1,"CHM_1_3"
"120",0.02,0.1,4,195,"15 / 15",0,180,527.90625,1,0,0.923076923076923,"1 @ 0.46",0.1,"CHM_1_3"
"121",0.03,0.01,4,134,"13 / 15",1,120,528.765625,0.866666666666667,0.00746268656716418,0.895522388059702,"0.87 @ 0.46",0.1,"CHM_1_3"
"122",0.03,0.02,4,133,"13 / 15",1,119,528.765625,0.866666666666667,0.0075187969924812,0.894736842105263,"0.87 @ 0.45",0.1,"CHM_1_3"
"123",0.03,0.03,4,125,"13 / 15",1,111,529.0625,0.866666666666667,0.008,0.888,"0.87 @ 0.45",0.1,"CHM_1_3"
"124",0.03,0.04,4,120,"13 / 15",1,106,528.984375,0.866666666666667,0.00833333333333333,0.883333333333333,"0.87 @ 0.45",0.1,"CHM_1_3"
"125",0.03,0.05,4,115,"13 / 15",1,101,529.03125,0.866666666666667,0.00869565217391304,0.878260869565217,"0.87 @ 0.45",0.1,"CHM_1_3"
"126",0.03,0.06,4,106,"13 / 15",1,92,529.109375,0.866666666666667,0.00943396226415094,0.867924528301887,"0.87 @ 0.44",0.1,"CHM_1_3"
"127",0.03,0.07,4,102,"13 / 15",1,88,529.171875,0.866666666666667,0.00980392156862745,0.862745098039216,"0.87 @ 0.44",0.1,"CHM_1_3"
"128",0.03,0.08,4,97,"13 / 15",1,83,529.25,0.866666666666667,0.0103092783505155,0.855670103092783,"0.87 @ 0.44",0.1,"CHM_1_3"
"129",0.03,0.09,4,95,"13 / 15",1,81,529.234375,0.866666666666667,0.0105263157894737,0.852631578947368,"0.87 @ 0.44",0.1,"CHM_1_3"
"130",0.03,0.1,4,92,"13 / 15",1,78,529.25,0.866666666666667,0.0108695652173913,0.847826086956522,"0.87 @ 0.43",0.1,"CHM_1_3"
"131",0.04,0.01,4,68,"13 / 15",1,54,529.609375,0.866666666666667,0.0147058823529412,0.794117647058823,"0.87 @ 0.41",0.1,"CHM_1_3"
"132",0.04,0.02,4,67,"13 / 15",1,53,529.671875,0.866666666666667,0.0149253731343284,0.791044776119403,"0.87 @ 0.41",0.1,"CHM_1_3"
"133",0.04,0.03,4,65,"13 / 15",1,51,529.6875,0.866666666666667,0.0153846153846154,0.784615384615385,"0.87 @ 0.41",0.1,"CHM_1_3"
"134",0.04,0.04,4,64,"13 / 15",1,50,529.6875,0.866666666666667,0.015625,0.78125,"0.87 @ 0.41",0.1,"CHM_1_3"
"135",0.04,0.05,4,63,"13 / 15",1,49,529.71875,0.866666666666667,0.0158730158730159,0.777777777777778,"0.87 @ 0.4",0.1,"CHM_1_3"
"136",0.04,0.06,4,60,"13 / 15",1,46,529.734375,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"137",0.04,0.07,4,60,"13 / 15",1,46,529.734375,0.866666666666667,0.0166666666666667,0.766666666666667,"0.87 @ 0.4",0.1,"CHM_1_3"
"138",0.04,0.08,4,57,"13 / 15",1,43,529.8125,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"139",0.04,0.09,4,57,"13 / 15",1,43,529.8125,0.866666666666667,0.0175438596491228,0.754385964912281,"0.87 @ 0.39",0.1,"CHM_1_3"
"140",0.04,0.1,4,56,"13 / 15",1,42,529.78125,0.866666666666667,0.0178571428571429,0.75,"0.87 @ 0.39",0.1,"CHM_1_3"
"141",0.05,0.01,4,48,"13 / 15",1,34,529.9375,0.866666666666667,0.0208333333333333,0.708333333333333,"0.87 @ 0.38",0.1,"CHM_1_3"
"142",0.05,0.02,4,47,"13 / 15",1,33,529.90625,0.866666666666667,0.0212765957446809,0.702127659574468,"0.87 @ 0.37",0.1,"CHM_1_3"
"143",0.05,0.03,4,46,"13 / 15",1,32,529.96875,0.866666666666667,0.0217391304347826,0.695652173913043,"0.87 @ 0.37",0.1,"CHM_1_3"
"144",0.05,0.04,4,44,"13 / 15",1,30,529.984375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"145",0.05,0.05,4,44,"13 / 15",1,30,529.984375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"146",0.05,0.06,4,43,"13 / 15",1,29,529.984375,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"147",0.05,0.07,4,40,"13 / 15",1,26,530.015625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.1,"CHM_1_3"
"148",0.05,0.08,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"149",0.05,0.09,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"150",0.05,0.1,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"151",0.06,0.01,4,31,"11 / 15",2,18,530.125,0.733333333333333,0.0645161290322581,0.580645161290323,"0.73 @ 0.35",0.1,"CHM_1_3"
"152",0.06,0.02,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"153",0.06,0.03,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"154",0.06,0.04,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"155",0.06,0.05,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"156",0.06,0.06,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"157",0.06,0.07,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"158",0.06,0.08,4,28,"11 / 15",2,15,530.109375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"159",0.06,0.09,4,27,"11 / 15",2,14,530.109375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"160",0.06,0.1,4,26,"11 / 15",2,13,530.140625,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"161",0.07,0.01,4,23,"11 / 15",2,10,530.15625,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"162",0.07,0.02,4,23,"11 / 15",2,10,530.15625,0.733333333333333,0.0869565217391304,0.434782608695652,"0.73 @ 0.3",0.1,"CHM_1_3"
"163",0.07,0.03,4,22,"11 / 15",2,9,530.15625,0.733333333333333,0.0909090909090909,0.409090909090909,"0.73 @ 0.3",0.1,"CHM_1_3"
"164",0.07,0.04,4,21,"11 / 15",2,8,530.15625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"165",0.07,0.05,4,21,"11 / 15",2,8,530.15625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"166",0.07,0.06,4,21,"11 / 15",2,8,530.15625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"167",0.07,0.07,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"168",0.07,0.08,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"169",0.07,0.09,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"170",0.07,0.1,4,19,"11 / 15",2,6,530.15625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"171",0.08,0.01,4,17,"9 / 15",3,5,530.25,0.6,0.176470588235294,0.294117647058824,"0.6 @ 0.32",0.1,"CHM_1_3"
"172",0.08,0.02,4,16,"9 / 15",3,4,530.25,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"173",0.08,0.03,4,16,"9 / 15",3,4,530.25,0.6,0.1875,0.25,"0.6 @ 0.31",0.1,"CHM_1_3"
"174",0.08,0.04,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"175",0.08,0.05,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"176",0.08,0.06,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"177",0.08,0.07,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"178",0.08,0.08,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"179",0.08,0.09,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"180",0.08,0.1,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"181",0.09,0.01,4,14,"9 / 15",3,2,530.25,0.6,0.214285714285714,0.142857142857143,"0.6 @ 0.29",0.1,"CHM_1_3"
