"","a","b","height","total_seg","hit/vp","under","over","area","hitrate","underrate","overrate","Seg_qualy","MIN","chm"
"18",0.07,0.1,3.5,19,"11 / 15",2,6,537.90625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"19",0.08,0.05,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"20",0.08,0.06,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"21",0.08,0.07,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"22",0.08,0.08,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"23",0.08,0.09,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"24",0.08,0.1,3.5,15,"9 / 15",3,3,538,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"25",0.09,0.05,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"26",0.09,0.06,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"27",0.09,0.07,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"28",0.09,0.08,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"29",0.09,0.09,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"30",0.09,0.1,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"31",0.1,0.05,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"32",0.1,0.06,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"33",0.1,0.07,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"34",0.1,0.08,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"35",0.1,0.09,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"36",0.1,0.1,3.5,13,"9 / 15",3,1,538,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"37",0.05,0.05,4,44,"13 / 15",1,30,529.984375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"38",0.05,0.06,4,43,"13 / 15",1,29,529.984375,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"39",0.05,0.07,4,40,"13 / 15",1,26,530.015625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.1,"CHM_1_3"
"40",0.05,0.08,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"41",0.05,0.09,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"42",0.05,0.1,4,39,"13 / 15",1,25,530.015625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"43",0.06,0.05,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"44",0.06,0.06,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"45",0.06,0.07,4,29,"11 / 15",2,16,530.109375,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"46",0.06,0.08,4,28,"11 / 15",2,15,530.109375,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"47",0.06,0.09,4,27,"11 / 15",2,14,530.109375,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"48",0.06,0.1,4,26,"11 / 15",2,13,530.140625,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"49",0.07,0.05,4,21,"11 / 15",2,8,530.15625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"50",0.07,0.06,4,21,"11 / 15",2,8,530.15625,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"51",0.07,0.07,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"52",0.07,0.08,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"53",0.07,0.09,4,20,"11 / 15",2,7,530.15625,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"54",0.07,0.1,4,19,"11 / 15",2,6,530.15625,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"55",0.08,0.05,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"56",0.08,0.06,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"57",0.08,0.07,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"58",0.08,0.08,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"59",0.08,0.09,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"60",0.08,0.1,4,15,"9 / 15",3,3,530.25,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"61",0.09,0.05,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"62",0.09,0.06,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"63",0.09,0.07,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"64",0.09,0.08,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"65",0.09,0.09,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"66",0.09,0.1,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"67",0.1,0.05,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"68",0.1,0.06,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"69",0.1,0.07,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"70",0.1,0.08,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"71",0.1,0.09,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"72",0.1,0.1,4,13,"9 / 15",3,1,530.25,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"73",0.05,0.05,4.5,44,"13 / 15",1,30,521.609375,0.866666666666667,0.0227272727272727,0.681818181818182,"0.87 @ 0.36",0.1,"CHM_1_3"
"74",0.05,0.06,4.5,43,"13 / 15",1,29,521.609375,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"75",0.05,0.07,4.5,40,"13 / 15",1,26,521.640625,0.866666666666667,0.025,0.65,"0.87 @ 0.35",0.1,"CHM_1_3"
"76",0.05,0.08,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"77",0.05,0.09,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"78",0.05,0.1,4.5,39,"13 / 15",1,25,521.640625,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"79",0.06,0.05,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"80",0.06,0.06,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"81",0.06,0.07,4.5,29,"11 / 15",2,16,521.75,0.733333333333333,0.0689655172413793,0.551724137931034,"0.73 @ 0.34",0.1,"CHM_1_3"
"82",0.06,0.08,4.5,28,"11 / 15",2,15,521.75,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"83",0.06,0.09,4.5,27,"11 / 15",2,14,521.75,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"84",0.06,0.1,4.5,26,"11 / 15",2,13,521.796875,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"85",0.07,0.05,4.5,21,"11 / 15",2,8,521.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"86",0.07,0.06,4.5,21,"11 / 15",2,8,521.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"87",0.07,0.07,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"88",0.07,0.08,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"89",0.07,0.09,4.5,20,"11 / 15",2,7,521.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"90",0.07,0.1,4.5,19,"11 / 15",2,6,521.84375,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"91",0.08,0.05,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"92",0.08,0.06,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"93",0.08,0.07,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"94",0.08,0.08,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"95",0.08,0.09,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"96",0.08,0.1,4.5,15,"9 / 15",3,3,521.953125,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"97",0.09,0.05,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"98",0.09,0.06,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"99",0.09,0.07,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"100",0.09,0.08,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"101",0.09,0.09,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"102",0.09,0.1,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"103",0.1,0.05,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"104",0.1,0.06,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"105",0.1,0.07,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"106",0.1,0.08,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"107",0.1,0.09,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"108",0.1,0.1,4.5,13,"9 / 15",3,1,521.953125,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"109",0.05,0.05,5,43,"13 / 15",1,29,514.328125,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"110",0.05,0.06,5,42,"13 / 15",1,28,514.328125,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.1,"CHM_1_3"
"111",0.05,0.07,5,39,"13 / 15",1,25,514.359375,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"112",0.05,0.08,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"113",0.05,0.09,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"114",0.05,0.1,5,38,"13 / 15",1,24,514.34375,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"115",0.06,0.05,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"116",0.06,0.06,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"117",0.06,0.07,5,28,"11 / 15",2,15,514.46875,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"118",0.06,0.08,5,27,"11 / 15",2,14,514.46875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"119",0.06,0.09,5,27,"11 / 15",2,14,514.46875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"120",0.06,0.1,5,26,"11 / 15",2,13,514.5,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"121",0.07,0.05,5,21,"11 / 15",2,8,514.59375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"122",0.07,0.06,5,21,"11 / 15",2,8,514.59375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"123",0.07,0.07,5,20,"11 / 15",2,7,514.59375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"124",0.07,0.08,5,20,"11 / 15",2,7,514.59375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"125",0.07,0.09,5,20,"11 / 15",2,7,514.59375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"126",0.07,0.1,5,19,"11 / 15",2,6,514.59375,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"127",0.08,0.05,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"128",0.08,0.06,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"129",0.08,0.07,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"130",0.08,0.08,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"131",0.08,0.09,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"132",0.08,0.1,5,15,"9 / 15",3,3,514.609375,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"133",0.09,0.05,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"134",0.09,0.06,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"135",0.09,0.07,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"136",0.09,0.08,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"137",0.09,0.09,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"138",0.09,0.1,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"139",0.1,0.05,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"140",0.1,0.06,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"141",0.1,0.07,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"142",0.1,0.08,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"143",0.1,0.09,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"144",0.1,0.1,5,13,"9 / 15",3,1,514.609375,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"145",0.05,0.05,5.5,43,"13 / 15",1,29,506.6875,0.866666666666667,0.0232558139534884,0.674418604651163,"0.87 @ 0.36",0.1,"CHM_1_3"
"146",0.05,0.06,5.5,42,"13 / 15",1,28,506.6875,0.866666666666667,0.0238095238095238,0.666666666666667,"0.87 @ 0.36",0.1,"CHM_1_3"
"147",0.05,0.07,5.5,39,"13 / 15",1,25,506.703125,0.866666666666667,0.0256410256410256,0.641025641025641,"0.87 @ 0.35",0.1,"CHM_1_3"
"148",0.05,0.08,5.5,38,"13 / 15",1,24,506.703125,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"149",0.05,0.09,5.5,38,"13 / 15",1,24,506.703125,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"150",0.05,0.1,5.5,38,"13 / 15",1,24,506.703125,0.866666666666667,0.0263157894736842,0.631578947368421,"0.87 @ 0.34",0.1,"CHM_1_3"
"151",0.06,0.05,5.5,28,"11 / 15",2,15,506.78125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"152",0.06,0.06,5.5,28,"11 / 15",2,15,506.78125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"153",0.06,0.07,5.5,28,"11 / 15",2,15,506.78125,0.733333333333333,0.0714285714285714,0.535714285714286,"0.73 @ 0.34",0.1,"CHM_1_3"
"154",0.06,0.08,5.5,27,"11 / 15",2,14,506.796875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"155",0.06,0.09,5.5,27,"11 / 15",2,14,506.796875,0.733333333333333,0.0740740740740741,0.518518518518518,"0.73 @ 0.33",0.1,"CHM_1_3"
"156",0.06,0.1,5.5,26,"11 / 15",2,13,506.796875,0.733333333333333,0.0769230769230769,0.5,"0.73 @ 0.33",0.1,"CHM_1_3"
"157",0.07,0.05,5.5,21,"11 / 15",2,8,506.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"158",0.07,0.06,5.5,21,"11 / 15",2,8,506.84375,0.733333333333333,0.0952380952380952,0.380952380952381,"0.73 @ 0.29",0.1,"CHM_1_3"
"159",0.07,0.07,5.5,20,"11 / 15",2,7,506.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"160",0.07,0.08,5.5,20,"11 / 15",2,7,506.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"161",0.07,0.09,5.5,20,"11 / 15",2,7,506.84375,0.733333333333333,0.1,0.35,"0.73 @ 0.28",0.1,"CHM_1_3"
"162",0.07,0.1,5.5,19,"11 / 15",2,6,506.84375,0.733333333333333,0.105263157894737,0.315789473684211,"0.73 @ 0.26",0.1,"CHM_1_3"
"163",0.08,0.05,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"164",0.08,0.06,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"165",0.08,0.07,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"166",0.08,0.08,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"167",0.08,0.09,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"168",0.08,0.1,5.5,15,"9 / 15",3,3,506.96875,0.6,0.2,0.2,"0.6 @ 0.3",0.1,"CHM_1_3"
"169",0.09,0.05,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"170",0.09,0.06,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"171",0.09,0.07,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"172",0.09,0.08,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"173",0.09,0.09,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"174",0.09,0.1,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"175",0.1,0.05,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"176",0.1,0.06,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
"177",0.1,0.07,5.5,13,"9 / 15",3,1,506.96875,0.6,0.230769230769231,0.0769230769230769,"0.6 @ 0.27",0.1,"CHM_1_3"
